claim,label_binary,user
"Claim  A photographer’s images are getting viral on social media since India lost to New Zealand in the Cricket World Cup 2019. In the photo, it has been shown that when Dhoni lost his wicket in the Cricket World Cup, a photographer started crying.    ",fake,Manav Sharma
Oneof our readers has sent us a message on whatsapp for fact check that reads – ““क्या आपको पता है भारत सरकार WhatsApp के जरिये Online सर्वे कर रही हैं 2019 का चुनाव कौन जीत सकता हैं वोट करें मैंने भी वोट कर दियाहै 👉👇  https://bit.ly/2UHsoaX .’(English: Do you knowthe government of India is conducting an election survey via whatsapp. Pleasevote. I have already given my vote 👉👇 https://bit.ly/2UHsoaX ),real,Rahul Khan
Claim  The viral post on Facebook shared by a user named Mohammad Shahabuddin reads: “ BOILER CHICKEN ME KORONA VIRUS KO PAYA GAYA HAI. TAMAM LOGO SE APPEAL KI JATI HAI KE BOILER KE GOSHT KA ISTEMAL NA KARE… DUAA KI appeal.” Coronavirus has been discovered in broiler chicken.  The post is accompanied by various images of chicken and meat. The archived version of the post can be checked  here .  ,fake,Nikhil Khan
"Claim  A viral post on social media shows a person’s throat with white spots. The text with the post reads: “ An Exclusive picture of the patient’s Throat infected with Coronavirus Covid1 showing the extent of inflammation and destruction that affected the throat and entrance to the lungs, which was caused by the virus in the first days of the infection. Taste and severe shortness of breath .” The archived version of the post can be checked  here .  ",real,Manav Rana
"CLAIM  In the viral video, a woman can be seen in the viral video.In a woman can be seen surrounded by a mob. The video description claims ”child-kidnapping gang is active in Raisinghnagar. In Raisinghnagar, Ward-24Valmiki locality, a woman was trying to abduct a child but was caught. Locals handedher over to the police. You all should also be alert. “",real,Aisha Chawla
Claim:    The Facebook post claims that every single person who has cancer has a pH that is too acidic. It further states that cancer cannot live in an alkaline state. The claim has been attributed to the Nobel Prize laureate Otto Warburg.   ,fake,Anjali Mishra
"Claim  A post is doing rounds on social media that reads: A mother killed her 4 children, accidentally. The children refused to drink cough syrup. So she mixed the syrup in milk. The children went to sleep after drinking the milk and never got up. After examining the clinical trials, all 4 of them were found dead in the bed, The mixture of cough syrup and milk proved to be poisonous. The mother said that she killed the children with her own hand, she is psychologically disturbed. Avoid drinking medicine in the milk. Not only cough syrup, Do not drink any chemical additives in milk. It will become poisonous.  ",fake,Arjun Fernandes
"Claim  In the viral pictures, Justin Trudeau can be seen visiting a Gurudwara. Post description says that after winning 2019 Canada’s Elections, Justin Trudeau   paid a thank you visit to a Gurudwara. ",real,Yash Saxena
"Claim  The viral post on social media reads:  Google’s CEO is Indian, Nokia’s CEO is Indian, Adobe’s CEO is Indian, Amazon’s BOD is Indian, MasterCard’s CEO is Indian, Microsoft’s CEO is Indian, Pepsico’s CEO was Indian Indra Nooyi, NASA has 58% Indian employees. Salute to Indian brothers and sisters. The post is shared on Facebook on January 1, 2020, by a user named Faishal Saifi. The  archived version  of the post can be checked here.  ",fake,Pooja Iyengar
"Claim  A Facebook page named “Paa Tii Topi ਪਾ ਤੀ ਟੋਪੀ” shared a post with the picture of Delhi’s CM Arvind Kejriwal. In this picture, Arvind Kejriwal is holding a liquor bottle. Post’s description is written in Punjabi Language: ਸਵੇਰੇ ਕੋੜੀ ਦਵਾਈ ਪੀਕੇ ਪੇਟ ਦੇ ਮੱਛਰ ਮਾਰਦੇ ਸਾਡੇ ਦਿੱਲੀ ਦੇ ਮਾਲਕ ਸ਼੍ਰੀ ਘੁੰਘਰ ਸੇਠ  😂😂😂😂   Translation of the Description: By taking a bitter sip in the morning, Arvind Kejriwal’s killing mosquitoes having in his stomach.",real,Vikram Rana
" CLAIM  In the viral photo, Aam Aadmi Party chief and Chief Ministerof Delhi Arvind Kejriwal can be seen wearing a bomb disposal suit. The post hasbeen shared by a Facebook page named ‘UP Chief Minister Report Card’. ",fake,Yash Nair
"Claim  In the viral picture, two damaged cars can be seen. The description in the viral post reads: The cars melted in Saudi Arabia due to the high temperature of 62 degree Celsius.",fake,Divya Verma
"Claim  As per theclaim in the viral video, white hair can be turned to black permanently byapplying the mixture of tea water made of 3 spoons of tea powder and 1-2glasses of water boiled together for 5-10 minutes.   ",fake,Manav Rana
"A post has been shared on social media in which it has been said that the Indian army is targeting women and children in its operation to get revenge for the Pulwama incident. Some photos have also been shared with this post, in which injured women and children can be seen.",real,Anjali Pandey
"Claim:  As per the post circulated on Facebook, youshould not drink any cold drinks such as Maaza, Fanta, 7 Up, Coca Cola, MountainDew, Pepsi, etc. over coming weeks because a worker has contaminated theproduct with his Ebola-infected blood.",fake,Divya Fernandes
CLAIM  In a viral photo a lion can be seen attacking a man. Photo’s caption reads: ” Church Leader Mauled By Lion After Trying To Prove God Would Intervene.” The post further states ” A Christian church leader tried to prove that the Lord would step forward and come to his rescue and save him recently when he went up against a lion. Things did not go as planned.” ,real,Vikram Das
"Claim  A Facebook user named Dilip Singh posted the fake tweet and wrote “What Sehwag wrote is short and crisp”. The post is basically a text image that reads “सालाना जनता के करोड़ों रूपए सोखने वाले AMU और JNU से अच्छे  तो गांव-देहात के सरकारी स्कू ल हैं, जो फौजी पैदा करते हैं, गद्दार नहीं।” (English: The govt schools in villages are far better than the AMU and the JNU that consume crores of public money because the village schools produce soldiers and these Universities produce traitors.) The post was tweeted by an account @VirenderSehvag showing the photo of the legendry cricketer.   The post that was allegedly shared on February 13 has already been shared 64000 times till now. A total of 215 people have commented on this post as well.",fake,Varun Nair
